proj_ID,seq_no,time,estimate,let_date,length,winner,win_amt,num_bids,bid_spread,compiled_bids,county,month
NH 1702(240),3229,294 WORKING DAYS,8883439.17,6/7/2017,5.851,J. H. STRAIN & SONS INC.,8326091.95,6,2392393.18,"ALLEN BUTLER CONSTRUCTION INC. | $8,332,352.81; CONTRACT PAVING CO. | $8,893,397.09; J. H. STRAIN & SONS INC. | $8,326,091.95; GILVIN-TERRILL LTD. | $10,718,485.13; NOBLES ROAD CONSTRUCTION INC. | $9,878,048.39; PRICE CONSTRUCTION LTD. | $9,384,284.74",TAYLOR,6
STP 1702(367)HESG,3230,36 WORKING DAYS,695994.85,6/7/2017,71.63,STRIPE-A-ZONE INC.,382000,5,592801.7,"TOTAL HIGHWAY MAINTENANCE LLC | $431,565.67; TRP CONSTRUCTION GROUP LLC | $549,172.56; STRIPE-A-ZONE INC. | $382,000.00; HIGHWAY GRAPHICS LLC | $974,801.70; STRIPING TECHNOLOGY L.P. | $972,647.74",FRANKLIN,6
CC 683-2-68,3231,49 WORKING DAYS,170394.75,6/7/2017,0.297,AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC.,181556.9,1,0,"AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. | $181,556.90",TRAVIS,6
STP 1702(386),3232,213 WORKING DAYS,6558716.7,6/7/2017,1.321,LONGVIEW BRIDGE AND ROAD LTD.,6654770.06,5,1460346.46,"DREWERY CONSTRUCTION COMPANY INCORPORATED | $6,927,629.85; HIGHWAY 19 CONSTRUCTION LLC | $6,942,751.08; LONGVIEW BRIDGE AND ROAD LTD. | $6,654,770.06; A. L. HELMCAMP INC. | $8,115,116.52; EAST TEXAS BRIDGE INC. | $7,536,546.41",VAN ZANDT,6
STP 1702(304),3233,30 WORKING DAYS,1039694.85,6/7/2017,1.854,BIG CREEK CONSTRUCTION LTD.,897190.43,4,468915.07,"BIG CREEK CONSTRUCTION LTD. | $897,190.43; FNH CONSTRUCTION LLC | $1,366,105.50; AUSTIN MATERIALS LLC | $955,900.46; OLDCASTLE MATERIALS TEXAS INC. | $994,539.55",BELL,6
STP 1602(170)MM,3234,263 WORKING DAYS,7028113.55,6/7/2017,0.719,SER CONSTRUCTION PARTNERS LLC,6095883.88,8,1402933.59,"ANGEL BROTHERS HOLDINGS CORP. | $6,826,826.62; JAMES CONSTRUCTION GROUP L.L.C. | $6,504,509.33; ISI CONTRACTING INC. | $6,533,867.04; SER CONSTRUCTION PARTNERS LLC | $6,095,883.88; ARANDA BROTHERS CONSTRUCTION CO. INC. | $6,715,400.83; HARPER BROTHERS CONSTRUCTION LLC | $6,695,909.20; TRIPLE B SERVICES LLP | $6,584,409.13; JERDON ENTERPRISE L.P. | $7,498,817.47",HARRIS,6
NH 1702(336),3235,199 WORKING DAYS,9515331,6/7/2017,20,BALFOUR BEATTY INFRASTRUCTURE INC.,5357270.94,3,1886576.84,"BALFOUR BEATTY INFRASTRUCTURE INC. | $5,357,270.94; RAILWORKS TRACK SYSTEMS INC. | $6,517,720.00; TRAC-WORK INC. | $7,243,847.78",IRION,6
STP 1702(337)HES,3236,129 WORKING DAYS,398741.5,6/7/2017,5.16,AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC.,496446.6,2,18468.15,"AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. | $496,446.60; TRAF-TEX INC. | $514,914.75",NUECES,6
NH 1702(408),3239,60 WORKING DAYS,677610.75,6/7/2017,1.119,IIPL USA LLC,674379.67,3,599569.33,"IIPL USA LLC | $674,379.67; O. TREVINO CONSTRUCTION LLC | $882,578.95; FNH CONSTRUCTION LLC | $1,273,949.00",DALLAS,6
BR 2013(599),3242,185 WORKING DAYS,1549825.27,6/7/2017,0.228,PIERCE R & B LLC,1597549.75,10,634540.05,"MCMAHON CONTRACTING L.P. | $1,960,886.23; STATELINE CONSTRUCTION LLC | $1,654,572.15; IOWA BRIDGE & CULVERT LC | $1,734,729.60; JAGOE-PUBLIC COMPANY | $2,232,089.80; PIERCE R & B LLC | $1,597,549.75; HODGES AND SON CONSTRUCTION COMPANY INC. | $1,951,121.50; ED BELL CONSTRUCTION COMPANY | $1,919,437.20; COPPELL CONSTRUCTION CO. INC. | $1,793,123.18; HAYDON BUILDING CORP. | $2,111,962.45; EARTH BUILDERS L.P. | $2,118,776.50",COLLIN,6
STP 1702(426),3243,160 WORKING DAYS,4345747.95,6/7/2017,5.028,BIG CREEK CONSTRUCTION LTD.,4487326.99,6,1615186.7,"HUNTER INDUSTRIES LTD. | $4,612,390.54; JAMES CONSTRUCTION GROUP L.L.C. | $4,698,539.80; BIG CREEK CONSTRUCTION LTD. | $4,487,326.99; JIMMY EVANS COMPANY LTD. | $6,102,513.69; ANGEL BROTHERS HOLDINGS CORP. | $5,144,836.40; DURWOOD GREENE CONSTRUCTION CO. | $5,047,737.79",COLORADO,6
NH 1702(112),3244,138 WORKING DAYS,2112828.26,6/7/2017,1.063,ISI CONTRACTING INC.,2336954.31,7,796179.02,"JERDON ENTERPRISE L.P. | $3,133,133.33; HASSELL CONSTRUCTION COMPANY INC. | $2,370,246.46; ANGEL BROTHERS HOLDINGS CORP. | $2,552,506.05; ISI CONTRACTING INC. | $2,336,954.31; JOHN REED AND COMPANY LLC | $3,080,723.42; ARANDA BROTHERS CONSTRUCTION CO. INC. | $2,612,561.20; TRIPLE B SERVICES LLP | $2,597,050.84",BRAZORIA,6
NH 1702(443),3245,253 WORKING DAYS,1712191.25,6/7/2017,5.374,AALC INC.,1750000,6,1048942.27,"APEX LANDSCAPE & IRRIGATION LLC | $1,888,687.25; CROSS PLUS CONSTRUCTION LLC | $1,959,955.00; AALC INC. | $1,750,000.00; ALTUS CONSTRUCTION LLC | $2,798,942.27; SJ&J CONSTRUCTION LLC | $2,659,748.75; ENCINO LANDSCAPE INC. | $2,071,494.00",DALLAS,6
BR 1502(368),3246,286 WORKING DAYS,1685184.36,6/7/2017,0.24,COPPELL CONSTRUCTION CO. INC.,1648413.6,7,754746.4,"HODGES AND SON CONSTRUCTION COMPANY INC. | $2,403,160.00; EARTH BUILDERS L.P. | $1,834,483.60; MCMAHON CONTRACTING L.P. | $1,845,288.10; COPPELL CONSTRUCTION CO. INC. | $1,648,413.60; REBCON INC. | $1,945,954.80; JAGOE-PUBLIC COMPANY | $1,869,758.77; ED BELL CONSTRUCTION COMPANY | $1,849,980.49",DENTON,6
RMC - 631573001,4001,40 W,573647.4,6/6/2017,0.01,BIG CREEK CONSTRUCTION LTD.,510941.81,8,226831.19,"BICK'S CONSTRUCTION INC. | $734,314.50; OLDCASTLE MATERIALS TEXAS INC. | $557,774.35; KNIFE RIVER CORPORATION - SOUTH | $567,212.85; BIG CREEK CONSTRUCTION LTD. | $510,941.81; ANGEL BROTHERS HOLDINGS CORP. | $721,162.05; CORNERSTONE PAVING AND CONSTRUCTION L.L.C. | $713,902.00; JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY | $694,725.67; FNH CONSTRUCTION LLC | $737,773.00",HAMILTON,6
RMC - 631578001,4002,45 W,1249811.64,6/6/2017,0.01,OLDCASTLE MATERIALS TEXAS INC.,940401.15,5,647719.85,"BIG CREEK CONSTRUCTION LTD. | $952,687.50; KNIFE RIVER CORPORATION - SOUTH | $1,091,754.25; OLDCASTLE MATERIALS TEXAS INC. | $940,401.15; FNH CONSTRUCTION LLC | $1,588,121.00; AUSTIN MATERIALS LLC | $1,121,291.92",BELL,6
RMC - 631599001,4003,255 W,5035340.85,6/6/2017,94,FIREMAN EXCAVATING INC.,4102824,5,1894348.97,"IIPL USA LLC | $4,240,850.50; ICA MAINTENANCE INC. | $5,174,417.90; FIREMAN EXCAVATING INC. | $4,102,824.00; TOTAL HIGHWAY MAINTENANCE LLC | $5,997,172.97; ROY JORGENSEN ASSOCIATES INC. | $5,343,591.00",VAN ZANDT,6
RMC - 631562001,4007,37 W,657709.1,6/6/2017,0.999,RELMCO INC.,483707.97,6,432012.93,"HILL COUNTRY BRIDGE INC. | $608,953.76; 3LW CIVIL LLC | $744,223.62; RELMCO INC. | $483,707.97; CHAMPION INFRASTRUCTURE LLC | $915,720.90; SALINAS CONSTRUCTION TECHNOLOGIES LTD. | $898,290.43; HUNTER INDUSTRIES LTD. | $797,817.15",KARNES,6
RMC - 630917001,4010,365 CALENDAR DAYS,946953,6/6/2017,186,SYNERGY PROJECT CONSULTANTS INC.,1311766.43,3,317763.57,"SYNERGY PROJECT CONSULTANTS INC. | $1,311,766.43; LESNA CONSTRUCTION INC. | $1,316,940.00; DAN WILLIAMS COMPANY | $1,629,530.00",EL PASO,6
RMC - 631414001,4201,365 CALENDAR DAYS,367269.95,6/7/2017,0.01,AMERICAN LIGHTING AND SIGNALIZATION INC.,371098.67,2,64361.33,"AMERICAN LIGHTING AND SIGNALIZATION INC. | $371,098.67; AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. | $435,460.00",BELL,6
RMC - 631572001,4202,30 W,343986.48,6/7/2017,0.01,BIG CREEK CONSTRUCTION LTD.,305221.2,6,218908.8,"OLDCASTLE MATERIALS TEXAS INC. | $325,939.10; KNIFE RIVER CORPORATION - SOUTH | $335,009.80; BIG CREEK CONSTRUCTION LTD. | $305,221.20; FNH CONSTRUCTION LLC | $524,130.00; AUSTIN MATERIALS LLC | $396,631.00; CORNERSTONE PAVING AND CONSTRUCTION L.L.C. | $370,242.00",CORYELL,6
RMC - 631576001,4203,35 W,814127.76,6/7/2017,0.01,OLDCASTLE MATERIALS TEXAS INC.,595781.2,7,697042.8,"FNH CONSTRUCTION LLC | $1,292,824.00; KNIFE RIVER CORPORATION - SOUTH | $604,111.50; BIG CREEK CONSTRUCTION LTD. | $644,397.00; OLDCASTLE MATERIALS TEXAS INC. | $595,781.20; KEGLEY INC. | $1,249,094.57; BICK'S CONSTRUCTION INC. | $858,043.50; JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY | $667,941.26",BOSQUE,6
RMC - 631671001,4205,32 W,710983.86,6/7/2017,3.173,DUSTROL INC.,749961.23,1,0,"DUSTROL INC. | $749,961.23",WILLIAMSON,6
RMC - 631450001,4208,365 CALENDAR DAYS,554631.48,6/7/2017,160,SYNERGY PROJECT CONSULTANTS INC.,596949.3,2,476875.7,"SYNERGY PROJECT CONSULTANTS INC. | $596,949.30; DAN WILLIAMS COMPANY | $1,073,825.00",EL PASO,6
RMC - 631659001,4210,365 CALENDAR DAYS,3606333.09,6/7/2017,40.192,ROY JORGENSEN ASSOCIATES INC.,3379711,2,36754.05,"ROY JORGENSEN ASSOCIATES INC. | $3,379,711.00; ISI CONTRACTING INC. | $3,416,465.05",HARRIS,6
STP 2009(661),3002,804 WORKING DAYS,76294194.16,7/11/2017,19.696,SUNDT CONSTRUCTION INC.,63963884.91,9,24832597.9,"KNIFE RIVER CORPORATION - SOUTH | $72,131,146.07; SUNDT CONSTRUCTION INC. | $63,963,884.91; JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY | $78,821,527.94; STERLING DELAWARE HOLDING COMPANY INC. | $80,685,770.81; JAY MILLS CONTRACTING INCORPORATED | $77,471,466.28; A. L. HELMCAMP INC. | $69,277,743.83; J.D. ABRAMS L.P. | $76,790,413.32; JAMES CONSTRUCTION GROUP L.L.C. | $68,724,105.87; AUSTIN BRIDGE & ROAD SERVICES LP | $88,796,482.81",HILL,7
STP 1702(434),3003,1239 WORKING DAYS,46964620.91,7/11/2017,6.658,HUNTER INDUSTRIES LTD.,42308391.45,8,11994232.24,"STERLING DELAWARE HOLDING COMPANY INC. | $46,117,883.02; HUNTER INDUSTRIES LTD. | $42,308,391.45; ZACHRY CONSTRUCTION CORPORATION | $52,831,410.54; CURRAN CONTRACTING COMPANY | $54,302,623.69; DEAN WORD COMPANY LTD. | $52,446,843.58; ANGEL BROTHERS HOLDINGS CORP. | $45,982,398.85; CAPITAL EXCAVATION COMPANY | $46,274,893.46; WEBBER LLC | $45,649,738.76",COMAL,7
CBI 1602(504),3004,724 WORKING DAYS,26744984.65,7/11/2017,4.38,SER CONSTRUCTION PARTNERS LLC,25596044.49,5,3669863.16,"JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY | $28,409,343.97; SER CONSTRUCTION PARTNERS LLC | $25,596,044.49; AUSTIN BRIDGE & ROAD SERVICES LP | $27,864,160.21; WEBBER LLC | $29,265,907.65; ANDERSON COLUMBIA CO. INC. | $26,271,363.51",WEBB,7
BR 1702(461),3005,235 WORKING DAYS,3061036.65,7/11/2017,0.2,COPPELL CONSTRUCTION CO. INC.,3268105.61,8,1384257.52,"ED BELL CONSTRUCTION COMPANY | $3,565,101.29; COPPELL CONSTRUCTION CO. INC. | $3,268,105.61; EARTH BUILDERS L.P. | $4,248,037.00; DCI CONTRACTING INC. | $4,652,363.13; SEMA CONSTRUCTION INC. | $3,796,759.93; AUSTIN BRIDGE & ROAD SERVICES LP | $3,565,001.35; REBCON INC. | $3,717,261.05; HAYDON BUILDING CORP. | $3,297,091.32",WISE,7
STP 1702(465)HES,3006,40 WORKING DAYS,194580.05,7/11/2017,0.2,DURABLE SPECIALTIES INC.,179200,2,426.92,"AMERICAN LIGHTING AND SIGNALIZATION INC. | $179,626.92; DURABLE SPECIALTIES INC. | $179,200.00",PARKER,7
NH 1702(493),3007,0 X,3770810.08,7/11/2017,1.237,SCR CIVIL CONSTRUCTION LLC,3476509.8,1,0,"SCR CIVIL CONSTRUCTION LLC | $3,476,509.80",ECTOR,7
STP 1702(483)HES,3008,90 WORKING DAYS,2619990,7/11/2017,16.479,SCR CIVIL CONSTRUCTION LLC,1983066.57,5,1650399.63,"CHAMPION INFRASTRUCTURE LLC | $2,514,854.10; SCR CIVIL CONSTRUCTION LLC | $1,983,066.57; GRATIOT CONSTRUCTION LTD. | $2,290,215.04; FNH CONSTRUCTION LLC | $3,633,466.20; MASSANA CONSTRUCTION INC. | $2,099,903.20",VICTORIA,7
BR 1702(518),3009,198 WORKING DAYS,5596387.95,7/11/2017,0.586,DREWERY CONSTRUCTION COMPANY INCORPORATED,5292158.61,5,1462538.59,"EAST TEXAS BRIDGE INC. | $6,193,493.40; DREWERY CONSTRUCTION COMPANY INCORPORATED | $5,292,158.61; HIGHWAY 19 CONSTRUCTION LLC | $6,008,069.42; OLDCASTLE MATERIALS TEXAS INC. | $6,754,697.20; LONGVIEW BRIDGE AND ROAD LTD. | $5,301,790.25",SAN AUGUSTINE,7
STP 1702(549)HESG,3010,54 WORKING DAYS,195328,7/11/2017,0.5,AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC.,158863,6,74460.5,"AMERICAN LIGHTING AND SIGNALIZATION INC. | $204,365.70; AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. | $158,863.00; E-Z BEL CONSTRUCTION LLC | $233,323.50; TRAF-TEX INC. | $188,944.85; F & W ELECTRICAL CONTRACTORS INC. | $221,376.75; THE LEVY COMPANY L.P. | $181,851.61",BASTROP,7
BR 1402(184),3011,63 WORKING DAYS,265762.5,7/11/2017,0.064,ALLEN KELLER COMPANY,264228,5,117042,"AUSTIN ENGINEERING CO. INC. | $300,019.00; ALLEN KELLER COMPANY | $264,228.00; 3LW CIVIL LLC | $276,585.00; L.C. JORDAN & SON | $381,270.00; ACME BRIDGE COMPANY INC. | $273,532.50",MASON,7
STP 1702(517)HESG,3012,30 WORKING DAYS,137752.93,7/11/2017,11.276,STRIPE LINES INC.,92050.2,5,53925.1,"TRP CONSTRUCTION GROUP LLC | $139,086.20; STRIPE LINES INC. | $92,050.20; STRIPE-A-ZONE INC. | $104,982.05; INTERSTATE BARRICADES & MARKINGS INC. | $145,975.30; BATTERSON LLP | $98,301.10",HARRIS,7
STP 1702(730),3013,0 X,39559470.19,7/11/2017,6.107,MCM,37641150.13,7,7224947.06,"J.D. ABRAMS L.P. | $41,438,854.28; MCM | $37,641,150.13; BALFOUR BEATTY INFRASTRUCTURE INC. | $44,866,097.19; MARIO SINACOLA & SONS EXCAVATING INC. | $43,299,378.32; ZACHRY CONSTRUCTION CORPORATION | $41,404,507.53; ED BELL CONSTRUCTION COMPANY | $43,176,243.51; JAGOE-PUBLIC COMPANY | $41,120,390.28",DENTON,7
STP 1702(451),3014,126 WORKING DAYS,3141357.4,7/11/2017,1.868,JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY,2889061.76,4,1403243.98,"JAY MILLS CONTRACTING INCORPORATED | $3,445,015.02; ED BELL CONSTRUCTION COMPANY | $4,292,305.74; BIG CREEK CONSTRUCTION LTD. | $3,187,710.60; JOHNSON BROS. CORPORATION A SOUTHLAND COMPANY | $2,889,061.76",ELLIS,7
BR 2000(030),3015,0 X,2217744.08,7/11/2017,0.45,DAN WILLIAMS COMPANY,2025296,3,222990.4,"LESNA CONSTRUCTION INC. | $2,248,286.40; DAN WILLIAMS COMPANY | $2,025,296.00; INTERNATIONAL EAGLE ENTERPRISES INC. | $2,219,432.00",EL PASO,7
STP 1702(449),3016,40 WORKING DAYS,418000,7/11/2017,77.07,STRIPE-A-ZONE INC.,314706.95,3,217026.85,"TOTAL HIGHWAY MAINTENANCE LLC | $531,733.80; STRIPE-A-ZONE INC. | $314,706.95; STRIPING TECHNOLOGY L.P. | $397,502.00",CASS,7
SSW 1672-1-4,3017,346 WORKING DAYS,4883863.96,7/11/2017,6.01,HIGHWAY 19 CONSTRUCTION LLC,4481848.93,8,1868807.44,"LONGVIEW BRIDGE AND ROAD LTD. | $5,226,679.51; HIGHWAY 19 CONSTRUCTION LLC | $4,481,848.93; EAST TEXAS BRIDGE INC. | $6,195,673.93; FNH CONSTRUCTION LLC | $6,350,656.37; BIG CREEK CONSTRUCTION LTD. | $5,803,957.90; A. L. HELMCAMP INC. | $5,107,946.39; D. L. LENNON INCORPORATED - CONTRACTOR | $5,239,866.57; DREWERY CONSTRUCTION COMPANY INCORPORATED | $4,650,466.09",VAN ZANDT,7
STP 1702(552),3019,165 WORKING DAYS,3072000,7/11/2017,6.859,J. H. STRAIN & SONS INC.,2792437.52,6,1005841.98,"PRICE CONSTRUCTION LTD. | $3,671,498.14; J. H. STRAIN & SONS INC. | $2,792,437.52; RAY FARIS INC. | $3,798,279.50; ALLEN KELLER COMPANY | $3,027,294.99; SALINAS CONSTRUCTION TECHNOLOGIES LTD. | $3,710,261.99; REECE ALBERT INC. | $2,818,926.83",CONCHO,7
STP 1702(489),3021,150 WORKING DAYS,4645633,7/11/2017,5.853,GLENN FUQUA INC.,4469341.79,7,1022583.35,"BIG CREEK CONSTRUCTION LTD. | $4,587,665.71; GLENN FUQUA INC. | $4,469,341.79; KNIFE RIVER CORPORATION - SOUTH | $5,491,925.14; JAMES CONSTRUCTION GROUP L.L.C. | $5,026,350.32; ANGEL BROTHERS HOLDINGS CORP. | $4,578,451.06; CORNERSTONE PAVING AND CONSTRUCTION L.L.C. | $4,673,832.11; HUNTER INDUSTRIES LTD. | $4,528,974.47",AUSTIN,7
CM 1702(498),3022,60 WORKING DAYS,631066.49,7/11/2017,0.977,TRI STATE ELECTRIC LTD.,724708.7,1,0,"TRI STATE ELECTRIC LTD. | $724,708.70",EL PASO,7
BR 2017(897),3023,107 WORKING DAYS,2663883.3,7/11/2017,0.239,FNH CONSTRUCTION LLC,3535361.5,3,1140278.9,"JAY-REESE CONTRACTORS INC. | $4,675,640.40; FNH CONSTRUCTION LLC | $3,535,361.50; J.D. ABRAMS L.P. | $3,647,574.75",FALLS,7
NH 1702(516),3026,45 WORKING DAYS,592049,7/11/2017,27.681,BOYER INC.,618276.5,4,432875.5,"APEX LANDSCAPE & IRRIGATION LLC | $754,279.00; TEXAS WALL & LANDSCAPE | $1,051,152.00; YELLOWSTONE LANDSCAPE - CENTRAL INC. | $624,025.03; BOYER INC. | $618,276.50",HARRIS,7
BR 1702(491),3027,68 WORKING DAYS,442154,7/11/2017,0.132,3LW CIVIL LLC,444575.5,9,282240.5,"TMES LLC | $589,549.00; 3LW CIVIL LLC | $444,575.50; RELMCO INC. | $658,645.20; A GREATER AUSTIN DEVELOPMENT CONCRETE CONSTRUCTION L.L.C. | $666,612.50; ACME BRIDGE COMPANY INC. | $650,287.60; HILL COUNTRY BRIDGE INC. | $573,656.60; MAIN LANE INDUSTRIES LTD. | $609,400.00; LISKA CONSTRUCTION COMPANY INC. | $488,184.00; SALINAS CONSTRUCTION TECHNOLOGIES LTD. | $726,816.00",BEE,7
STP 1702(510)HES,3028,44 WORKING DAYS,502308.89,7/11/2017,1.49,DREWERY CONSTRUCTION COMPANY INCORPORATED,499477.5,6,449591,"A. L. HELMCAMP INC. | $680,900.54; DREWERY CONSTRUCTION COMPANY INCORPORATED | $499,477.50; FNH CONSTRUCTION LLC | $949,068.50; OLDCASTLE MATERIALS TEXAS INC. | $606,575.81; LONGVIEW BRIDGE AND ROAD LTD. | $775,130.35; CORNERSTONE PAVING AND CONSTRUCTION L.L.C. | $509,602.30",JASPER,7
STP 1702(547)HES,3029,97 WORKING DAYS,1047034.43,7/11/2017,0.457,3LW CIVIL LLC,1003924.5,9,788147.6,"ANGEL BROTHERS HOLDINGS CORP. | $1,169,741.25; 3LW CIVIL LLC | $1,003,924.50; ACME BRIDGE COMPANY INC. | $1,278,142.42; FNH CONSTRUCTION LLC | $1,654,509.40; AARON CONCRETE CONTRACTORS L.P. | $1,235,574.90; JIMMY EVANS COMPANY LTD. | $1,136,921.66; DENBOW COMPANY INC. | $1,199,827.24; ALLEN KELLER COMPANY | $1,090,448.17; M. A. SMITH CONTRACTING COMPANY INC. | $1,792,072.10",BURNET,7
BR 1702(452),3031,244 WORKING DAYS,1343622.03,7/11/2017,0.133,STATELINE CONSTRUCTION LLC,1359589.42,8,370476.48,"IOWA BRIDGE & CULVERT LC | $1,496,827.75; STATELINE CONSTRUCTION LLC | $1,359,589.42; ED BELL CONSTRUCTION COMPANY | $1,679,097.03; EAST TEXAS BRIDGE INC. | $1,730,065.90; LONGVIEW BRIDGE AND ROAD LTD. | $1,610,783.00; PIERCE R & B LLC | $1,459,692.21; HODGES AND SON CONSTRUCTION COMPANY INC. | $1,598,325.90; HIGHWAY 19 CONSTRUCTION LLC | $1,378,420.50",KAUFMAN,7
STP 1702(460)HES,3033,86 WORKING DAYS,1430045.5,7/11/2017,1.256,AUSTIN BRIDGE & ROAD SERVICES LP,1562281.63,6,462911.57,"OLDCASTLE MATERIALS TEXAS INC. | $1,695,329.58; AUSTIN BRIDGE & ROAD SERVICES LP | $1,562,281.63; FNH CONSTRUCTION LLC | $2,025,193.20; ED BELL CONSTRUCTION COMPANY | $1,656,498.74; JAGOE-PUBLIC COMPANY | $1,707,738.00; A. K. GILLIS & SONS INC. | $1,601,614.99",COLLIN,7
STP 2017(204),3034,45 WORKING DAYS,1711640.2,7/11/2017,3.617,JAMES CONSTRUCTION GROUP L.L.C.,1611272.54,3,540455.56,"ANGEL BROTHERS HOLDINGS CORP. | $2,151,728.10; JAMES CONSTRUCTION GROUP L.L.C. | $1,611,272.54; HUNTER INDUSTRIES LTD. | $1,819,044.52",MATAGORDA,7
STP 1702(545)HESG,3036,164 WORKING DAYS,2920138.19,7/11/2017,321.436,STRIPE-A-ZONE INC.,2069426.76,7,1255526.42,"TOTAL HIGHWAY MAINTENANCE LLC | $2,772,955.30; STRIPE-A-ZONE INC. | $2,069,426.76; PAVEMENT MARKINGS INC. | $3,324,953.18; TRP CONSTRUCTION GROUP LLC | $2,837,880.71; DOUBLE A CONTRACTING L.P. | $2,595,121.27; L&L COMPANY | $2,821,530.21; D. I. J. CONSTRUCTION INC. | $2,570,386.94",RUNNELS,7
BR 1702(472),3038,199 WORKING DAYS,3480792.25,7/11/2017,0.82,GIBSON & ASSOCIATES INC.,3484144.57,4,2456150.93,"L.C. JORDAN & SON | $4,241,829.60; FNH CONSTRUCTION LLC | $5,940,295.50; STRUCTURAL TECHNOLOGIES LLC | $3,518,094.01; GIBSON & ASSOCIATES INC. | $3,484,144.57",STEPHENS,7
STP 1702(553),3039,365 WORKING DAYS,1064398,7/11/2017,0.003,AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC.,988888.5,2,316750.52,"THE LEVY COMPANY L.P. | $1,305,639.02; AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO. INC. | $988,888.50",TRAVIS,7
NH 1702(512),3041,143 WORKING DAYS,3764714.6,7/11/2017,5.669,ANGEL BROTHERS HOLDINGS CORP.,3070707.87,2,25620.67,"DURWOOD GREENE CONSTRUCTION CO. | $3,096,328.54; ANGEL BROTHERS HOLDINGS CORP. | $3,070,707.87",HARRIS,7
STP 1702(486)HES,3042,179 WORKING DAYS,2286162.6,7/11/2017,20.786,SB CONTRACTORS LLC,1947826.26,8,1443806.94,"L.C. JORDAN & SON | $2,382,146.30; SB CONTRACTORS LLC | $1,947,826.26; CHAMPION INFRASTRUCTURE LLC | $2,987,038.00; SJ&J CONSTRUCTION LLC | $3,391,633.20; ISI CONTRACTING INC. | $2,978,727.00; REXCO CONSTRUCTION SERVICES INC. | $2,305,887.09; JAMES CONSTRUCTION GROUP L.L.C. | $2,383,359.19; 3LW CIVIL LLC | $2,179,639.25",WHARTON,7
NH 1702(494),3043,88 WORKING DAYS,1955051.89,7/11/2017,0.984,GIBSON & ASSOCIATES INC.,1987502.23,1,0,"GIBSON & ASSOCIATES INC. | $1,987,502.23",MARTIN,7
C 1310-3-26,3044,406 WORKING DAYS,8023286.2,7/11/2017,7.244,JAGOE-PUBLIC COMPANY,7015561.58,7,3000141.42,"A. L. HELMCAMP INC. | $7,719,736.08; JAGOE-PUBLIC COMPANY | $7,015,561.58; FNH CONSTRUCTION LLC | $10,015,703.00; ED BELL CONSTRUCTION COMPANY | $8,838,065.64; AUSTIN BRIDGE & ROAD SERVICES LP | $7,665,815.01; THE LANE CONSTRUCTION CORPORATION | $8,734,504.38; JAY MILLS CONTRACTING INCORPORATED | $7,565,457.74",WISE,7
CC 1739-4-10,3045,176 WORKING DAYS,5347167.18,7/11/2017,0.568,ANGEL BROTHERS HOLDINGS CORP.,4956163.24,9,993111.54,"SALINAS CONSTRUCTION TECHNOLOGIES LTD. | $5,255,741.17; ANGEL BROTHERS HOLDINGS CORP. | $4,956,163.24; RELMCO INC. | $5,674,610.46; HILL COUNTRY BRIDGE INC. | $5,719,772.32; J. CARROLL WEAVER INC. | $5,451,229.84; CURRAN CONTRACTING COMPANY | $5,191,883.82; ANDERSON COLUMBIA CO. INC. | $5,384,712.30; DEAN WORD COMPANY LTD. | $5,124,007.08; HUNTER INDUSTRIES LTD. | $5,949,274.78",MCMULLEN,7
BR 1702(005),3046,85 WORKING DAYS,576582.4,7/11/2017,0.076,REECE CONSTRUCTION CO. INC.,557176.2,8,255620.04,"HODGES AND SON CONSTRUCTION COMPANY INC. | $609,562.24; REECE CONSTRUCTION CO. INC. | $557,176.20; J. LEE MILLIGAN INC. | $778,751.60; RK HALL LLC | $812,796.24; GILVIN-TERRILL LTD. | $735,568.72; COPPELL CONSTRUCTION CO. INC. | $587,083.98; STATELINE CONSTRUCTION LLC | $698,442.00; EARTH BUILDERS L.P. | $576,536.00",HALL,7
NH 1702(473),3201,720 WORKING DAYS,46556724.06,7/12/2017,1.076,ALLEN BUTLER CONSTRUCTION INC.,42375492.33,4,12919541.94,"WEBBER LLC | $51,695,500.00; FNF CONSTRUCTION INC. | $55,295,034.27; J. LEE MILLIGAN INC. | $51,335,927.02; ALLEN BUTLER CONSTRUCTION INC. | $42,375,492.33",RANDALL,7
